transaction_id,customer_id,transaction_datetime,city,payment_method,transaction_type,device_type,amount,risk_score,fraud_flag,fraud_reason
1562,CUST_322,2025-01-31 11:30:00,Dakar,Carte Bancaire,Transfert,iPhone,41087,0,0,Normal
1563,CUST_759,2025-01-01 08:36:00,Kaolack,Free Money,Paiement,iPhone,21569,0,0,Normal
1564,CUST_94,2025-04-09 16:23:00,Ziguinchor,Free Money,Paiement,Android,43854,0,0,Normal
1565,CUST_643,2025-03-16 16:01:00,Saint-Louis,Wave,Retrait,iPhone,41468,0,0,Normal
1566,CUST_196,2025-02-02 08:18:00,Saint-Louis,Carte Bancaire,Transfert,iPhone,500,0,0,Normal
1567,CUST_925,2025-03-22 00:10:00,Ziguinchor,Orange Money,Paiement,iPhone,71185,0,0,Normal
1568,CUST_919,2025-05-14 06:19:00,Saint-Louis,Carte Bancaire,Retrait,Android,11897,0,0,Normal
1569,CUST_93,2025-03-05 18:22:00,Saint-Louis,Carte Bancaire,Transfert,iPhone,35834,0,0,Normal
1570,CUST_237,2025-02-08 19:52:00,Saint-Louis,Free Money,Paiement,Android,82456,0,0,Normal
1571,CUST_959,2025-06-02 19:00:00,Ziguinchor,Orange Money,Transfert,Android,31226,0,0,Normal
1572,CUST_423,2025-02-10 17:00:00,Kaolack,Free Money,Transfert,Android,49385,0,0,Normal
1573,CUST_810,2025-04-11 14:20:00,Kaolack,Orange Money,Retrait,iPhone,25927,0,0,Normal
1574,CUST_824,2025-06-08 10:23:00,Kaolack,Carte Bancaire,Retrait,iPhone,39822,0,0,Normal
1575,CUST_726,2025-03-11 11:19:00,Thiès,Wave,Retrait,iPhone,50254,0,0,Normal
1576,CUST_591,2025-03-15 14:35:00,Thiès,Wave,Paiement,Android,39300,0,0,Normal
1577,CUST_508,2025-01-11 11:38:00,Dakar,Free Money,Transfert,Android,40758,0,0,Normal
1578,CUST_298,2025-03-06 12:55:00,Saint-Louis,Wave,Transfert,iPhone,54373,0,0,Normal
1579,CUST_30,2025-01-17 17:47:00,Kaolack,Free Money,Transfert,iPhone,18498,0,0,Normal
1580,CUST_296,2025-01-22 21:55:00,Dakar,Carte Bancaire,Retrait,iPhone,500,0,0,Normal
1581,CUST_140,2025-06-04 09:10:00,Ziguinchor,Free Money,Transfert,Android,90099,0,0,Normal
1582,CUST_153,2025-06-15 14:39:00,Kaolack,Free Money,Paiement,Android,25741,0,0,Normal
1583,CUST_413,2025-01-11 13:10:00,Kaolack,Free Money,Paiement,Android,17957,0,0,Normal
1584,CUST_577,2025-02-25 07:46:00,Ziguinchor,Carte Bancaire,Transfert,iPhone,21836,30,0,Normal
1585,CUST_123,2025-06-01 14:54:00,Dakar,Orange Money,Transfert,Android,30809,0,0,Normal
1586,CUST_973,2025-06-10 10:22:00,Thiès,Carte Bancaire,Retrait,Android,6721,0,0,Normal
1587,CUST_991,2025-03-01 09:01:00,Ziguinchor,Orange Money,Retrait,iPhone,500,0,0,Normal
1588,CUST_574,2025-05-24 10:14:00,Saint-Louis,Wave,Retrait,Android,46776,0,0,Normal
1589,CUST_198,2025-02-22 16:35:00,Dakar,Wave,Paiement,Android,3064,0,0,Normal
1590,CUST_239,2025-02-27 14:35:00,Dakar,Carte Bancaire,Paiement,iPhone,10815,0,0,Normal
1591,CUST_51,2025-01-28 16:30:00,Thiès,Wave,Transfert,Android,17537,0,0,Normal
1592,CUST_2,2025-01-06 11:21:00,Kaolack,Free Money,Retrait,iPhone,21478,0,0,Normal
1593,CUST_33,2025-02-10 17:13:00,Kaolack,Orange Money,Retrait,iPhone,34691,0,0,Normal
1594,CUST_942,2025-04-10 13:59:00,Thiès,Carte Bancaire,Paiement,iPhone,6510,0,0,Normal
1595,CUST_443,2025-06-06 13:25:00,Ziguinchor,Free Money,Retrait,Android,44666,0,0,Normal
1596,CUST_314,2025-04-05 20:32:00,Ziguinchor,Carte Bancaire,Paiement,Android,4334,0,0,Normal
1597,CUST_136,2025-01-13 18:19:00,Dakar,Orange Money,Retrait,Android,54458,0,0,Normal
1598,CUST_346,2025-04-26 17:25:00,Thiès,Carte Bancaire,Paiement,Android,4663,0,0,Normal
1599,CUST_498,2025-01-03 18:41:00,Saint-Louis,Orange Money,Transfert,Android,37573,0,0,Normal
1600,CUST_839,2025-03-05 08:28:00,Kaolack,Wave,Paiement,Android,36798,0,0,Normal
1601,CUST_425,2025-02-04 15:32:00,Ziguinchor,Free Money,Transfert,Android,29770,0,0,Normal
1602,CUST_782,2025-06-30 17:44:00,Dakar,Carte Bancaire,Paiement,Android,29366,0,0,Normal
1603,CUST_454,2025-02-23 11:17:00,Dakar,Free Money,Retrait,Android,8363,0,0,Normal
1604,CUST_244,2025-06-28 18:32:00,Saint-Louis,Carte Bancaire,Retrait,Android,47766,0,0,Normal
1605,CUST_719,2025-02-04 23:47:00,Dakar,Free Money,Transfert,iPhone,28080,0,0,Normal
1606,CUST_571,2025-05-05 14:43:00,Kaolack,Wave,Paiement,Android,22844,0,0,Normal
1607,CUST_694,2025-05-04 06:33:00,Thiès,Orange Money,Paiement,iPhone,27793,0,0,Normal
1608,CUST_464,2025-04-22 10:25:00,Ziguinchor,Orange Money,Paiement,iPhone,28768,0,0,Normal
1609,CUST_638,2025-06-19 08:30:00,Saint-Louis,Free Money,Paiement,iPhone,25627,0,0,Normal
1610,CUST_135,2025-03-25 12:23:00,Dakar,Carte Bancaire,Paiement,iPhone,2512,0,0,Normal
1611,CUST_615,2025-05-03 14:00:00,Ziguinchor,Orange Money,Retrait,iPhone,29940,0,0,Normal
1612,CUST_230,2025-06-13 15:36:00,Thiès,Orange Money,Retrait,Android,18075,0,0,Normal
1613,CUST_6,2025-04-14 06:54:00,Thiès,Orange Money,Retrait,Android,16674,0,0,Normal
1614,CUST_101,2025-05-24 12:15:00,Ziguinchor,Carte Bancaire,Paiement,Android,11310,0,0,Normal
1615,CUST_505,2025-05-03 14:53:00,Ziguinchor,Carte Bancaire,Paiement,Android,62921,0,0,Normal
1616,CUST_266,2025-04-12 15:08:00,Saint-Louis,Orange Money,Transfert,Android,38006,0,0,Normal
1617,CUST_360,2025-06-10 08:16:00,Kaolack,Free Money,Paiement,iPhone,12203,0,0,Normal
1618,CUST_564,2025-04-24 08:03:00,Saint-Louis,Orange Money,Retrait,Android,45343,0,0,Normal
1619,CUST_463,2025-03-30 14:10:00,Thiès,Carte Bancaire,Transfert,iPhone,51816,0,0,Normal
1620,CUST_327,2025-01-25 13:22:00,Dakar,Wave,Retrait,Android,14087,0,0,Normal
1621,CUST_18,2025-02-02 04:35:00,Dakar,Wave,Transfert,iPhone,6490,25,0,Normal
1622,CUST_806,2025-04-07 11:07:00,Saint-Louis,Orange Money,Transfert,iPhone,47799,0,0,Normal
1623,CUST_757,2025-02-18 17:07:00,Thiès,Carte Bancaire,Retrait,iPhone,29559,0,0,Normal
1624,CUST_173,2025-05-31 10:00:00,Saint-Louis,Carte Bancaire,Retrait,iPhone,22685,30,0,Normal
1625,CUST_322,2025-06-02 15:14:00,Dakar,Orange Money,Transfert,Android,12734,0,0,Normal
1626,CUST_555,2025-04-19 08:57:00,Saint-Louis,Wave,Retrait,iPhone,17473,0,0,Normal
1627,CUST_580,2025-04-04 14:02:00,Saint-Louis,Free Money,Paiement,iPhone,3672,0,0,Normal
1628,CUST_169,2025-03-25 20:58:00,Thiès,Carte Bancaire,Transfert,Android,79592,0,0,Normal
1629,CUST_316,2025-03-15 19:13:00,Saint-Louis,Orange Money,Retrait,Android,44392,0,0,Normal
1630,CUST_362,2025-06-19 11:53:00,Saint-Louis,Free Money,Retrait,iPhone,47385,0,0,Normal
1631,CUST_100,2025-06-25 10:45:00,Dakar,Free Money,Retrait,iPhone,28252,0,0,Normal
1632,CUST_184,2025-01-23 13:31:00,Saint-Louis,Wave,Transfert,Android,21150,0,0,Normal
1633,CUST_320,2025-04-15 10:44:00,Kaolack,Carte Bancaire,Retrait,iPhone,4197,0,0,Normal
1634,CUST_978,2025-04-20 19:01:00,Kaolack,Carte Bancaire,Paiement,Android,65024,0,0,Normal
1635,CUST_828,2025-03-23 10:38:00,Dakar,Wave,Paiement,iPhone,43508,0,0,Normal
1636,CUST_276,2025-03-05 19:54:00,Ziguinchor,Orange Money,Retrait,iPhone,55993,0,0,Normal
1637,CUST_719,2025-03-26 15:32:00,Dakar,Free Money,Transfert,iPhone,19569,0,0,Normal
1638,CUST_63,2025-02-18 19:59:00,Kaolack,Orange Money,Paiement,Android,23845,0,0,Normal
1639,CUST_947,2025-05-28 10:53:00,Dakar,Wave,Retrait,iPhone,46830,0,0,Normal
1640,CUST_370,2025-03-31 15:34:00,Kaolack,Wave,Retrait,iPhone,62878,0,0,Normal
1641,CUST_829,2025-02-15 19:19:00,Ziguinchor,Orange Money,Retrait,iPhone,35228,0,0,Normal
1642,CUST_198,2025-06-22 14:17:00,Dakar,Carte Bancaire,Retrait,iPhone,3518,0,0,Normal
1643,CUST_447,2025-05-06 09:47:00,Dakar,Carte Bancaire,Transfert,iPhone,34049,0,0,Normal
1644,CUST_207,2025-02-07 06:11:00,Kaolack,Orange Money,Paiement,iPhone,20730,0,0,Normal
1645,CUST_554,2025-05-24 15:07:00,Dakar,Orange Money,Paiement,Android,66937,0,0,Normal
1646,CUST_13,2025-06-25 07:45:00,Thiès,Orange Money,Paiement,iPhone,14110,0,0,Normal
1647,CUST_209,2025-06-04 06:25:00,Saint-Louis,Orange Money,Retrait,Android,37069,0,0,Normal
1648,CUST_212,2025-03-13 10:25:00,Saint-Louis,Free Money,Retrait,Android,13603,0,0,Normal
1649,CUST_566,2025-06-06 13:00:00,Saint-Louis,Free Money,Transfert,iPhone,32997,0,0,Normal
1650,CUST_893,2025-04-22 13:14:00,Saint-Louis,Orange Money,Transfert,iPhone,21217,0,0,Normal
1651,CUST_963,2025-01-10 19:50:00,Ziguinchor,Free Money,Retrait,iPhone,30644,0,0,Normal
1652,CUST_354,2025-03-20 14:32:00,Saint-Louis,Carte Bancaire,Transfert,Android,9544,0,0,Normal
1653,CUST_813,2025-04-02 15:20:00,Dakar,Carte Bancaire,Retrait,iPhone,11881,0,0,Normal
1654,CUST_927,2025-02-10 14:36:00,Dakar,Orange Money,Transfert,Android,24948,0,0,Normal
1655,CUST_995,2025-06-27 11:38:00,Kaolack,Carte Bancaire,Paiement,Android,21615,0,0,Normal
1656,CUST_58,2025-01-30 13:42:00,Ziguinchor,Free Money,Retrait,Android,58247,0,0,Normal
1657,CUST_31,2025-03-13 16:31:00,Kaolack,Carte Bancaire,Retrait,iPhone,20676,0,0,Normal
1658,CUST_340,2025-03-03 13:17:00,Kaolack,Carte Bancaire,Paiement,Android,58338,0,0,Normal
1659,CUST_373,2025-03-04 11:30:00,Kaolack,Free Money,Transfert,Android,500,0,0,Normal
1660,CUST_487,2025-01-11 10:17:00,Kaolack,Orange Money,Paiement,Android,26011,0,0,Normal
1661,CUST_306,2025-05-08 11:26:00,Saint-Louis,Carte Bancaire,Paiement,Android,43520,0,0,Normal
1662,CUST_394,2025-05-26 21:56:00,Dakar,Orange Money,Transfert,Android,12981,0,0,Normal
1663,CUST_262,2025-05-07 21:15:00,Ziguinchor,Orange Money,Paiement,iPhone,58730,0,0,Normal
1664,CUST_495,2025-06-06 10:58:00,Saint-Louis,Wave,Transfert,iPhone,23820,0,0,Normal
1665,CUST_706,2025-05-03 14:32:00,Dakar,Carte Bancaire,Paiement,Android,10358,0,0,Normal
1666,CUST_168,2025-05-13 08:27:00,Kaolack,Wave,Retrait,iPhone,17150,0,0,Normal
1667,CUST_521,2025-03-06 11:05:00,Kaolack,Orange Money,Paiement,Android,15723,0,0,Normal
1668,CUST_776,2025-02-08 05:43:00,Kaolack,Orange Money,Paiement,iPhone,19540,0,0,Normal
1669,CUST_600,2025-02-24 10:20:00,Saint-Louis,Orange Money,Transfert,Android,5923,0,0,Normal
1670,CUST_609,2025-03-26 07:54:00,Kaolack,Wave,Transfert,Android,56775,0,0,Normal
1671,CUST_838,2025-06-12 07:43:00,Thiès,Carte Bancaire,Retrait,Android,43398,0,0,Normal
1672,CUST_996,2025-02-09 17:57:00,Ziguinchor,Free Money,Transfert,Android,56066,0,0,Normal
1673,CUST_491,2025-04-21 18:53:00,Dakar,Orange Money,Paiement,iPhone,27041,0,0,Normal
1674,CUST_553,2025-05-06 02:57:00,Thiès,Carte Bancaire,Transfert,iPhone,8288,25,0,Normal
1675,CUST_787,2025-02-19 12:21:00,Ziguinchor,Free Money,Retrait,iPhone,35122,0,0,Normal
1676,CUST_310,2025-05-07 12:33:00,Kaolack,Wave,Paiement,iPhone,14432,0,0,Normal
1677,CUST_782,2025-03-20 10:44:00,Dakar,Free Money,Transfert,Android,22998,0,0,Normal
1678,CUST_32,2025-02-06 16:36:00,Thiès,Wave,Transfert,iPhone,500,0,0,Normal
1679,CUST_93,2025-06-21 09:43:00,Saint-Louis,Carte Bancaire,Paiement,Android,52638,0,0,Normal
1680,CUST_285,2025-04-26 20:14:00,Thiès,Free Money,Paiement,iPhone,19791,0,0,Normal
1681,CUST_148,2025-03-25 08:36:00,Ziguinchor,Free Money,Paiement,Android,19680,0,0,Normal
1682,CUST_256,2025-06-27 06:05:00,Thiès,Free Money,Retrait,Android,7912,0,0,Normal
1683,CUST_266,2025-01-10 18:07:00,Dakar,Orange Money,Transfert,Android,22826,35,1,Comportement suspect
1684,CUST_24,2025-06-09 12:28:00,Thiès,Orange Money,Retrait,iPhone,8605,0,0,Normal
1685,CUST_112,2025-01-25 15:25:00,Thiès,Free Money,Retrait,iPhone,60165,0,0,Normal
1686,CUST_899,2025-01-30 05:04:00,Dakar,Orange Money,Transfert,Android,58272,0,0,Normal
1687,CUST_97,2025-06-21 12:08:00,Kaolack,Orange Money,Paiement,Android,4664,0,0,Normal
1688,CUST_453,2025-04-02 10:48:00,Dakar,Wave,Retrait,Android,54635,0,0,Normal
1689,CUST_700,2025-04-29 07:30:00,Saint-Louis,Free Money,Paiement,Android,18223,0,0,Normal
1690,CUST_63,2025-01-22 14:27:00,Kaolack,Free Money,Retrait,Android,33182,0,0,Normal
1691,CUST_967,2025-01-20 13:48:00,Ziguinchor,Wave,Retrait,iPhone,39265,0,0,Normal
1692,CUST_988,2025-03-16 18:01:00,Kaolack,Orange Money,Paiement,iPhone,25525,0,0,Normal
1693,CUST_424,2025-03-15 02:06:00,Ziguinchor,Free Money,Transfert,Android,11158,25,0,Normal
1694,CUST_968,2025-05-13 10:46:00,Saint-Louis,Carte Bancaire,Transfert,iPhone,12227,0,0,Normal
1695,CUST_327,2025-04-28 12:06:00,Dakar,Carte Bancaire,Transfert,Android,8218,0,0,Normal
1696,CUST_556,2025-05-23 12:52:00,Thiès,Wave,Retrait,iPhone,34997,0,0,Normal
1697,CUST_520,2025-05-04 08:30:00,Ziguinchor,Free Money,Transfert,Android,54335,0,0,Normal
1698,CUST_348,2025-02-27 14:52:00,Saint-Louis,Carte Bancaire,Transfert,Android,38874,0,0,Normal
1699,CUST_294,2025-02-28 17:04:00,Thiès,Orange Money,Paiement,Android,38233,0,0,Normal
1700,CUST_825,2025-01-10 20:20:00,Dakar,Carte Bancaire,Retrait,Android,19466,0,0,Normal
1701,CUST_520,2025-05-29 06:40:00,Ziguinchor,Orange Money,Paiement,Android,50739,0,0,Normal
1702,CUST_547,2025-04-29 08:39:00,Saint-Louis,Free Money,Retrait,iPhone,20471,0,0,Normal
1703,CUST_953,2025-03-09 09:14:00,Saint-Louis,Carte Bancaire,Paiement,iPhone,15992,0,0,Normal
1704,CUST_189,2025-04-01 07:35:00,Thiès,Wave,Transfert,iPhone,13187,0,0,Normal
1705,CUST_872,2025-04-08 00:36:00,Ziguinchor,Orange Money,Transfert,iPhone,49604,0,0,Normal
1706,CUST_502,2025-06-14 11:24:00,Kaolack,Wave,Paiement,Android,22981,0,0,Normal
1707,CUST_19,2025-04-13 15:42:00,Thiès,Orange Money,Transfert,Android,59622,0,0,Normal
1708,CUST_142,2025-01-15 19:22:00,Thiès,Orange Money,Transfert,Android,17592,0,0,Normal
1709,CUST_321,2025-01-16 13:21:00,Ziguinchor,Carte Bancaire,Transfert,Android,25758,0,0,Normal
1710,CUST_529,2025-01-05 21:25:00,Ziguinchor,Carte Bancaire,Paiement,Android,13216,0,0,Normal
1711,CUST_929,2025-01-04 17:10:00,Thiès,Free Money,Transfert,Android,20533,0,0,Normal
1712,CUST_956,2025-01-24 13:55:00,Saint-Louis,Free Money,Retrait,Android,29496,0,0,Normal
1713,CUST_776,2025-02-27 08:08:00,Kaolack,Free Money,Retrait,iPhone,12600,0,0,Normal
1714,CUST_86,2025-01-24 15:52:00,Dakar,Free Money,Retrait,Android,18783,0,0,Normal
1715,CUST_468,2025-02-09 12:19:00,Thiès,Carte Bancaire,Transfert,iPhone,5923,0,0,Normal
1716,CUST_688,2025-03-03 21:24:00,Thiès,Wave,Retrait,Android,14438,0,0,Normal
1717,CUST_436,2025-04-14 06:04:00,Thiès,Free Money,Retrait,Android,22727,0,0,Normal
1718,CUST_699,2025-05-08 04:25:00,Dakar,Orange Money,Transfert,Android,20150,25,0,Normal
1719,CUST_374,2025-01-12 17:49:00,Ziguinchor,Orange Money,Paiement,iPhone,22236,0,0,Normal
1720,CUST_30,2025-03-01 20:03:00,Kaolack,Free Money,Retrait,iPhone,8424,0,0,Normal
1721,CUST_972,2025-01-11 14:43:00,Ziguinchor,Carte Bancaire,Transfert,Android,20413,0,0,Normal
1722,CUST_958,2025-01-29 10:18:00,Thiès,Orange Money,Transfert,Android,7354,0,0,Normal
1723,CUST_578,2025-03-24 15:14:00,Thiès,Orange Money,Retrait,Android,33507,0,0,Normal
1724,CUST_452,2025-04-29 13:38:00,Saint-Louis,Orange Money,Paiement,iPhone,5791,0,0,Normal
1725,CUST_470,2025-05-12 16:50:00,Thiès,Free Money,Paiement,Android,20392,0,0,Normal
1726,CUST_315,2025-06-10 14:59:00,Saint-Louis,Free Money,Paiement,iPhone,19803,0,0,Normal
1727,CUST_875,2025-04-03 06:56:00,Ziguinchor,Carte Bancaire,Transfert,iPhone,15595,0,0,Normal
1728,CUST_822,2025-02-07 09:20:00,Thiès,Free Money,Transfert,Android,76446,0,0,Normal
1729,CUST_479,2025-03-09 09:59:00,Dakar,Wave,Retrait,iPhone,9009,30,0,Normal
1730,CUST_972,2025-02-01 08:54:00,Ziguinchor,Orange Money,Retrait,Android,15853,0,0,Normal
1731,CUST_775,2025-05-03 18:53:00,Dakar,Carte Bancaire,Retrait,iPhone,2477,0,0,Normal
1732,CUST_197,2025-04-08 06:46:00,Thiès,Free Money,Retrait,Android,13664,0,0,Normal
1733,CUST_353,2025-05-05 12:26:00,Ziguinchor,Wave,Paiement,iPhone,35555,0,0,Normal
1734,CUST_998,2025-04-25 04:10:00,Kaolack,Carte Bancaire,Paiement,iPhone,54222,25,0,Normal
1735,CUST_158,2025-01-04 10:47:00,Dakar,Free Money,Transfert,iPhone,8984,0,0,Normal
1736,CUST_690,2025-04-27 08:15:00,Kaolack,Orange Money,Transfert,iPhone,4588,0,0,Normal
1737,CUST_512,2025-01-14 13:27:00,Thiès,Carte Bancaire,Transfert,Android,41917,0,0,Normal
1738,CUST_934,2025-06-18 10:47:00,Dakar,Orange Money,Paiement,iPhone,16843,0,0,Normal
1739,CUST_33,2025-03-04 11:49:00,Kaolack,Orange Money,Transfert,iPhone,500,0,0,Normal
1740,CUST_285,2025-03-06 07:09:00,Thiès,Free Money,Retrait,Android,80045,0,0,Normal
1741,CUST_573,2025-06-07 04:23:00,Kaolack,Orange Money,Retrait,iPhone,53383,60,1,Transaction nocturne
1742,CUST_52,2025-01-20 03:40:00,Kaolack,Carte Bancaire,Paiement,Android,14475,25,0,Normal
1743,CUST_182,2025-04-05 08:12:00,Thiès,Wave,Paiement,Android,32945,0,0,Normal
1744,CUST_956,2025-06-29 11:22:00,Saint-Louis,Free Money,Transfert,iPhone,60214,0,0,Normal
1745,CUST_413,2025-04-05 15:22:00,Kaolack,Orange Money,Paiement,Android,33706,0,0,Normal
1746,CUST_293,2025-02-03 14:22:00,Thiès,Wave,Retrait,Android,33069,0,0,Normal
1747,CUST_342,2025-02-02 09:15:00,Ziguinchor,Carte Bancaire,Paiement,Android,8777,0,0,Normal
1748,CUST_83,2025-01-20 13:02:00,Dakar,Carte Bancaire,Paiement,iPhone,8162,0,0,Normal
1749,CUST_229,2025-06-18 08:40:00,Dakar,Free Money,Retrait,Android,31298,0,0,Normal
1750,CUST_34,2025-04-23 06:40:00,Thiès,Wave,Transfert,iPhone,12448,0,0,Normal
1751,CUST_39,2025-05-09 09:24:00,Kaolack,Orange Money,Transfert,Android,71913,0,0,Normal
1752,CUST_119,2025-01-19 08:36:00,Ziguinchor,Carte Bancaire,Retrait,Android,29470,0,0,Normal
1753,CUST_700,2025-06-29 09:56:00,Saint-Louis,Wave,Transfert,Android,11902,0,0,Normal
1754,CUST_313,2025-05-14 12:25:00,Thiès,Carte Bancaire,Retrait,Android,20058,0,0,Normal
1755,CUST_246,2025-01-05 10:10:00,Kaolack,Orange Money,Transfert,iPhone,40397,0,0,Normal
1756,CUST_839,2025-03-12 18:23:00,Kaolack,Carte Bancaire,Retrait,iPhone,61488,0,0,Normal
1757,CUST_366,2025-06-04 22:47:00,Ziguinchor,Free Money,Transfert,Android,14562,0,0,Normal
1758,CUST_860,2025-04-13 10:15:00,Saint-Louis,Free Money,Paiement,iPhone,22866,0,0,Normal
1759,CUST_145,2025-03-14 10:31:00,Dakar,Carte Bancaire,Transfert,Android,9349,0,0,Normal
1760,CUST_936,2025-05-31 06:49:00,Kaolack,Free Money,Transfert,iPhone,25167,0,0,Normal
1761,CUST_16,2025-01-29 06:35:00,Saint-Louis,Free Money,Paiement,iPhone,35308,0,0,Normal
1762,CUST_126,2025-04-15 13:29:00,Kaolack,Orange Money,Paiement,Android,29339,0,0,Normal
1763,CUST_330,2025-01-06 07:36:00,Ziguinchor,Carte Bancaire,Paiement,Android,43994,0,0,Normal
1764,CUST_687,2025-04-19 15:23:00,Ziguinchor,Free Money,Retrait,Android,22455,0,0,Normal
1765,CUST_354,2025-02-08 11:53:00,Saint-Louis,Wave,Transfert,Android,2608,0,0,Normal
1766,CUST_216,2025-05-19 05:06:00,Saint-Louis,Free Money,Retrait,iPhone,7461,35,1,Comportement suspect
1767,CUST_816,2025-06-30 07:49:00,Ziguinchor,Orange Money,Paiement,Android,7488,0,0,Normal
1768,CUST_558,2025-04-03 08:01:00,Ziguinchor,Carte Bancaire,Retrait,Android,1769,0,0,Normal
1769,CUST_232,2025-06-11 19:44:00,Saint-Louis,Carte Bancaire,Paiement,iPhone,5707,0,0,Normal
1770,CUST_647,2025-04-26 18:41:00,Dakar,Carte Bancaire,Paiement,iPhone,9371,0,0,Normal
1771,CUST_582,2025-02-17 06:09:00,Dakar,Carte Bancaire,Paiement,Android,36446,0,0,Normal
1772,CUST_281,2025-02-03 09:53:00,Thiès,Wave,Retrait,iPhone,17675,0,0,Normal
1773,CUST_598,2025-02-07 05:59:00,Ziguinchor,Wave,Transfert,iPhone,16671,0,0,Normal
1774,CUST_574,2025-02-22 08:35:00,Saint-Louis,Carte Bancaire,Transfert,iPhone,30874,0,0,Normal
1775,CUST_179,2025-05-28 12:44:00,Dakar,Wave,Paiement,Android,46181,0,0,Normal
1776,CUST_987,2025-05-03 07:58:00,Thiès,Orange Money,Paiement,Android,22939,0,0,Normal
1777,CUST_410,2025-05-08 08:38:00,Saint-Louis,Free Money,Retrait,Android,500,0,0,Normal
1778,CUST_599,2025-04-16 06:48:00,Thiès,Orange Money,Paiement,Android,64349,0,0,Normal
1779,CUST_612,2025-03-21 08:11:00,Ziguinchor,Wave,Paiement,iPhone,8582,0,0,Normal
1780,CUST_898,2025-04-26 00:22:00,Kaolack,Carte Bancaire,Retrait,Android,9202,0,0,Normal
1781,CUST_83,2025-01-21 08:20:00,Dakar,Orange Money,Transfert,Android,36250,0,0,Normal
1782,CUST_140,2025-02-13 09:00:00,Ziguinchor,Free Money,Transfert,iPhone,36995,0,0,Normal
1783,CUST_146,2025-04-02 18:54:00,Dakar,Orange Money,Transfert,iPhone,24760,0,0,Normal
1784,CUST_787,2025-01-14 06:49:00,Ziguinchor,Orange Money,Retrait,Android,20446,0,0,Normal
1785,CUST_263,2025-02-01 05:19:00,Dakar,Free Money,Transfert,Android,20237,0,0,Normal
1786,CUST_69,2025-01-30 18:44:00,Thiès,Wave,Retrait,Android,56909,0,0,Normal
1787,CUST_566,2025-03-06 10:15:00,Saint-Louis,Carte Bancaire,Retrait,Android,54075,0,0,Normal
1788,CUST_105,2025-05-24 11:58:00,Thiès,Carte Bancaire,Paiement,iPhone,26796,0,0,Normal
1789,CUST_998,2025-01-27 21:21:00,Kaolack,Free Money,Transfert,Android,30521,0,0,Normal
1790,CUST_730,2025-04-13 15:07:00,Saint-Louis,Carte Bancaire,Paiement,Android,13321,0,0,Normal
1791,CUST_101,2025-02-16 11:45:00,Thiès,Wave,Retrait,Android,5724,35,1,Comportement suspect
1792,CUST_373,2025-04-23 12:29:00,Kaolack,Free Money,Paiement,iPhone,61869,0,0,Normal
1793,CUST_850,2025-05-20 18:17:00,Dakar,Free Money,Paiement,Android,13720,0,0,Normal
1794,CUST_751,2025-05-18 02:22:00,Ziguinchor,Wave,Transfert,Android,13147,25,0,Normal
1795,CUST_159,2025-05-06 10:29:00,Kaolack,Orange Money,Transfert,Android,500,0,0,Normal
1796,CUST_671,2025-05-22 23:39:00,Ziguinchor,Free Money,Transfert,Android,53068,0,0,Normal
1797,CUST_801,2025-01-27 06:40:00,Dakar,Carte Bancaire,Paiement,iPhone,18430,0,0,Normal
1798,CUST_58,2025-01-15 12:35:00,Ziguinchor,Orange Money,Transfert,Android,2808,0,0,Normal
1799,CUST_932,2025-01-04 09:04:00,Ziguinchor,Free Money,Transfert,Android,43165,0,0,Normal
1800,CUST_798,2025-05-17 15:09:00,Dakar,Wave,Paiement,Android,37602,0,0,Normal
1801,CUST_98,2025-03-17 07:16:00,Kaolack,Carte Bancaire,Retrait,Android,61117,0,0,Normal
1802,CUST_808,2025-06-07 17:36:00,Dakar,Carte Bancaire,Paiement,Android,19474,0,0,Normal
1803,CUST_549,2025-01-26 16:45:00,Ziguinchor,Carte Bancaire,Retrait,Android,48120,0,0,Normal
1804,CUST_180,2025-06-15 07:32:00,Dakar,Carte Bancaire,Paiement,iPhone,49532,0,0,Normal
1805,CUST_945,2025-04-09 12:52:00,Ziguinchor,Wave,Retrait,Android,21203,0,0,Normal
1806,CUST_143,2025-05-05 19:27:00,Ziguinchor,Carte Bancaire,Paiement,iPhone,34755,0,0,Normal
1807,CUST_575,2025-01-16 23:08:00,Thiès,Orange Money,Transfert,iPhone,9608,0,0,Normal
1808,CUST_72,2025-04-30 09:43:00,Dakar,Free Money,Transfert,Android,3199,30,0,Normal
1809,CUST_533,2025-05-07 14:07:00,Ziguinchor,Orange Money,Transfert,iPhone,20564,35,1,Comportement suspect
1810,CUST_244,2025-01-10 10:45:00,Saint-Louis,Wave,Retrait,Android,51382,0,0,Normal
1811,CUST_495,2025-06-07 16:16:00,Saint-Louis,Carte Bancaire,Retrait,Android,24266,0,0,Normal
1812,CUST_760,2025-05-19 11:59:00,Saint-Louis,Free Money,Retrait,Android,31777,0,0,Normal
1813,CUST_39,2025-03-17 08:48:00,Kaolack,Orange Money,Transfert,iPhone,63109,0,0,Normal
1814,CUST_856,2025-03-30 20:18:00,Ziguinchor,Orange Money,Retrait,Android,21191,0,0,Normal
1815,CUST_511,2025-02-28 17:13:00,Thiès,Wave,Paiement,Android,41475,0,0,Normal
1816,CUST_596,2025-05-07 15:59:00,Ziguinchor,Orange Money,Retrait,Android,16683,0,0,Normal
